antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"[['~starred_actors', 'has_genre'], ['~starred_actors', 'starred_actors']]",[['starred_actors']],0.002173296796749504,0.15411509023906264,0.0020788056316734384,0.9565217391304347,6.206541732199504,0.0017438677997261229,19.455352924501522,0.8407067837465565
"[['~is-a'], ['~written_by']]",[['is-a']],0.0020788056316734384,0.04715109137295663,0.001984314466597373,0.9545454545454547,20.24439788668246,0.001886296512311722,20.962675989795024,0.9525838552445881
"[['~starred_actors'], ['~starred_actors', 'has_genre']]",[['starred_actors']],0.006708872720400642,0.15411509023906264,0.006330908060096381,0.9436619718309859,6.123099109679536,0.00529696953538945,15.014457148256628,0.8423351280129036
[['~Sport played']],[['Sport played']],0.01209486912973637,0.03156004913540584,0.011338939809127847,0.9375,29.705276946107784,0.010957225145107065,15.495039213833506,0.9781667463733461
[['Team coached']],[['~Team coached']],0.005858452234716054,0.022772370783331757,0.0054804875744117925,0.935483870967742,41.07977513050462,0.0053470767279064,15.147028252858371,0.9814066448384021
"[['has_genre'], ['~written_by', 'has_genre'], ['~written_by']]",[['written_by']],0.002645752622129831,0.20608523103089862,0.0024567702919777,0.9285714285714284,4.505764066286761,0.0019115197515954677,11.11480676556739,0.7801260795102575
"[['written_by'], ['release_year'], ['~release_year', 'written_by']]",[['~written_by']],0.0013228763110649155,0.17405272607011243,0.00122838514598885,0.9285714285714284,5.335000775554521,0.0009981349177944274,11.563261835018395,0.8136349410831386
"[['~written_by'], ['~written_by', 'release_year']]",[['written_by']],0.005197014079183596,0.20608523103089862,0.004819049418879335,0.9272727272727272,4.499462298361886,0.0037480215716999502,10.916328073325142,0.7818143214732701
[['~is-a']],[['is-a']],0.022866861948407823,0.04715109137295663,0.02116602097703865,0.9256198347107439,19.630931284055716,0.020087823479896485,12.81052421598583,0.9712698758064293
"[['~directed_by'], ['~starred_actors']]",[['starred_actors']],0.0037796466030426156,0.15411509023906264,0.0034961731078144193,0.9249999999999999,6.002007970570202,0.0029136725305147397,11.278465463479154,0.8365509586224752
"[['~starred_actors'], ['~has_genre', 'written_by']]",[['has_genre']],0.00122838514598885,0.13767362751582726,0.0011338939809127846,0.9230769230769231,6.704820231244391,0.0009647777418779406,11.210242842294253,0.8519000315357932
"[['Composer', '~Composer']]",[['~Composer']],0.00122838514598885,0.01313427194557309,0.0011338939809127846,0.9230769230769231,70.28002213613725,0.0011177600363514646,12.829254464707558,0.9869836013875749
"[['starred_actors', '~starred_actors'], ['~has_genre']]",[['has_genre']],0.0023622791269016347,0.13767362751582726,0.002173296796749504,0.92,6.6824708304735765,0.0018480732601440348,10.779079656052165,0.8523682845071119
[['~Conference']],[['~Team']],0.0011338939809127846,0.02229991495795143,0.0010394028158367192,0.9166666666666666,41.106285310734464,0.001014117076491031,11.732401020504577,0.9767803854456016
"[['has_genre'], ['~starred_actors'], ['~written_by', 'starred_actors']]",[['starred_actors']],0.0011338939809127846,0.15411509023906264,0.0010394028158367192,0.9166666666666666,5.947935826691191,0.0008646526426468154,10.150618917131244,0.8328187752083315
"[['~has_genre', 'starred_actors'], ['~starred_actors', 'starred_actors']]",[['has_genre']],0.0011338939809127846,0.13767362751582726,0.0010394028158367192,0.9166666666666666,6.658258979638527,0.000883295518266094,10.347916469810068,0.8507752771303997
"[['has_genre'], ['~release_year', 'written_by']]",[['release_year']],0.0011338939809127846,0.03411131059245961,0.0010394028158367192,0.9166666666666666,26.872807017543856,0.0010007242060748828,11.590664272890479,0.963880599582047
"[['starred_actors'], ['~is-a']]",[['is-a']],0.0011338939809127846,0.04715109137295663,0.0010394028158367192,0.9166666666666666,19.441048764195056,0.0009859384771354548,11.434186903524516,0.9496392359886825
[['~Position(s)']],[['Position(s)']],0.007842766701313427,0.010677501653595389,0.00718132854578097,0.9156626506024097,85.75626399402923,0.007097587391358933,11.730538194678806,0.9961516290726817
[['~Division']],[['~Team']],0.0020788056316734384,0.02229991495795143,0.0018898233015213078,0.9090909090909092,40.76656394453005,0.0018434661127208797,10.754700935462543,0.9775021304800682
"[['~release_year'], ['~written_by']]",[['release_year']],0.0040631200982708116,0.03411131059245961,0.00368515543796655,0.9069767441860466,26.58873929008568,0.0035465570863199695,10.383303411131065,0.9663163528438671
[['Composer']],[['~Composer']],0.002929226117358027,0.01313427194557309,0.002645752622129831,0.903225806451613,68.76862381062892,0.0026072793697143755,10.197612523229088,0.9883535957976822
"[['~written_by', 'has_genre'], ['~written_by']]",[['written_by']],0.008787678352074082,0.20608523103089862,0.007937257866389493,0.9032258064516129,4.382777950333526,0.006126247142977079,8.203785946014046,0.7786769712651505
[['~release_year']],[['release_year']],0.006614381555324577,0.03411131059245961,0.005952943399792119,0.9,26.384210526315787,0.005727318176181407,9.658886894075406,0.9685046027669446
"[['~starred_actors'], ['~starred_actors', 'starred_actors']]",[['starred_actors']],0.016252480393083246,0.15411509023906264,0.01455163942171407,0.8953488372093024,5.809611737698374,0.012046886939325449,8.082900248826737,0.8415487115900141
"[['~starred_actors'], ['~starred_actors', 'written_by']]",[['starred_actors']],0.0017953321364452424,0.15411509023906264,0.0016063498062931117,0.8947368421052632,5.805640711220111,0.001329662032075764,8.035906642728905,0.8292424883622513
"[['~written_by', 'has_genre'], ['~starred_actors', 'starred_actors']]",[['starred_actors']],0.0017953321364452424,0.15411509023906264,0.0016063498062931117,0.8947368421052632,5.805640711220111,0.001329662032075764,8.035906642728905,0.8292424883622513
"[['~has_genre'], ['~written_by', 'starred_actors']]",[['has_genre']],0.0023622791269016347,0.13767362751582726,0.0020788056316734384,0.8799999999999999,6.391928620452985,0.0017535820950679692,7.186053104034767,0.8455501214072914
"[['~has_genre'], ['written_by', '~written_by'], ['~written_by']]",[['has_genre']],0.0015118586412170463,0.13767362751582726,0.0013228763110649155,0.875,6.355610844200412,0.0011147332476374153,6.898610979873382,0.8439346212602578
"[['~has_genre'], ['~written_by']]",[['has_genre']],0.015874515732778986,0.13767362751582726,0.013606727770953416,0.8571428571428572,6.225904500441221,0.011421225604964662,6.036284607389212,0.852920467274764
"[['written_by'], ['~has_genre'], ['~written_by', 'starred_actors']]",[['has_genre']],0.0013228763110649155,0.13767362751582726,0.0011338939809127846,0.857142857142857,6.225904500441219,0.0009517688004137217,6.036284607389202,0.8404926356955876
"[['~Player statistics'], ['Position(s)']]",[['~Position(s)']],0.0013228763110649155,0.007842766701313427,0.0011338939809127846,0.857142857142857,109.29087779690188,0.0011235189706304083,6.9451006330907985,0.9921626139338316
"[['has_genre'], ['~is-a']]",[['is-a']],0.0013228763110649155,0.04715109137295663,0.0011338939809127846,0.857142857142857,18.178643000286282,0.0010715189190946429,6.669942360389297,0.9462421547292394
"[['~has_genre'], ['release_year']]",[['has_genre']],0.00368515543796655,0.13767362751582726,0.0031182084475101578,0.8461538461538461,6.146085211974025,0.002610859730405626,5.605121421147123,0.8403917781763003
"[['written_by', 'is-a']]",[['~written_by']],0.0024567702919777,0.17405272607011243,0.0020788056316734384,0.8461538461538461,4.86147999665915,0.0016511980650266535,5.3686572805442685,0.7962575456181593
"[['~written_by', 'Subject']]",[['written_by']],0.00122838514598885,0.20608523103089862,0.0010394028158367192,0.8461538461538461,4.1058441787465165,0.0007862507792306829,5.160445998299159,0.7573750752558699
"[['~Sport played'], ['is-a']]",[['Sport played']],0.00122838514598885,0.03156004913540584,0.0010394028158367192,0.8461538461538461,26.8109166282819,0.0010006349202721083,6.294859680619862,0.963885783091081
"[['Sport played'], ['~is-a']]",[['is-a']],0.00122838514598885,0.04715109137295663,0.0010394028158367192,0.8461538461538461,17.94558347464159,0.0009814831155770163,6.1935179060757815,0.9454373441128407
"[['~has_genre'], ['~has_genre', 'written_by']]",[['has_genre']],0.00122838514598885,0.13767362751582726,0.0010394028158367192,0.8461538461538461,6.146085211974025,0.0008702865768018752,5.605121421147123,0.8383245893179668
"[['starred_actors'], ['~has_genre', 'written_by']]",[['has_genre']],0.00122838514598885,0.13767362751582726,0.0010394028158367192,0.8461538461538461,6.146085211974025,0.0008702865768018752,5.605121421147123,0.8383245893179668
"[['has_genre'], ['~starred_actors'], ['~starred_actors', 'starred_actors']]",[['starred_actors']],0.0017953321364452424,0.15411509023906264,0.0015118586412170463,0.8421052631578948,5.4641324340895165,0.0012351708669996987,5.357271095152606,0.8184577338129496
"[['~has_genre'], ['~starred_actors', 'starred_actors']]",[['has_genre']],0.003590664272890485,0.13767362751582726,0.0030237172824340926,0.8421052631578948,6.1166781056966375,0.002529377506793779,5.46140035906643,0.839527027027027
"[['~release_year', 'written_by'], ['~written_by']]",[['release_year']],0.006425399225172447,0.03411131059245961,0.005385996409335727,0.8382352941176471,24.573529411764703,0.005166817620685321,5.970948261792068,0.9655095894753527
"[['~starred_actors'], ['~written_by', 'written_by']]",[['starred_actors']],0.002267787961825569,0.15411509023906264,0.0018898233015213078,0.8333333333333335,5.407214387901084,0.0015403229551415004,5.075309458565629,0.8169144805379298
"[['~release_year', 'has_genre'], ['~written_by']]",[['release_year']],0.001700840971369177,0.03411131059245961,0.001417367476140981,0.8333333333333334,24.429824561403507,0.0013593495614982263,5.795332136445244,0.9607004259346901
[['Team Owned']],[['~Team Owned']],0.003968628933194746,0.011811395634508174,0.0033071907776622885,0.8333333333333333,70.55333333333333,0.0032603157312057693,5.929131626192948,0.9897542927615975
"[['~has_genre'], ['written_by', '~written_by']]",[['has_genre']],0.003968628933194746,0.13767362751582726,0.0033071907776622885,0.8333333333333333,6.052962708762297,0.0027608152361651003,5.173958234905034,0.8381178256332417
"[['written_by'], ['release_year']]",[['~written_by']],0.00840971369176982,0.17405272607011243,0.0069923462156288385,0.8314606741573034,4.777062060047092,0.005528612622107153,4.900620491984,0.7973719860512314
[['~Award Won']],[['Award Won']],0.0027402437872058962,0.006708872720400642,0.002267787961825569,0.8275862068965517,123.35696940262264,0.002249404015034336,5.761088538221676,0.9946189438443561
"[['~written_by', 'has_genre'], ['~written_by', 'starred_actors']]",[['written_by']],0.0027402437872058962,0.20608523103089862,0.002267787961825569,0.8275862068965517,4.015747284542048,0.0017030641878582574,4.604705660020787,0.7530438696228918
"[['~has_genre'], ['has_genre'], ['~starred_actors', 'has_genre']]",[['starred_actors']],0.0016063498062931117,0.15411509023906264,0.0013228763110649155,0.823529411764706,5.343600100984601,0.001075313565712552,4.793347821978647,0.814168086314594
"[['written_by'], ['~has_genre'], ['~written_by']]",[['has_genre']],0.008504204856845885,0.13767362751582726,0.0069923462156288385,0.8222222222222222,5.972256539312133,0.0058215414838491495,4.8505858452234705,0.8397000831957471
[['Team']],[['~Team']],0.011527922139279978,0.02229991495795143,0.009449116507606539,0.819672131147541,36.756737982773,0.00919204482425871,5.421791380687725,0.9841391836344517
[['Player statistics']],[['~Player statistics']],0.0062364168950203155,0.018898233015213078,0.005102522914107531,0.8181818181818182,43.29409090909091,0.004984665654445425,5.396059718416329,0.9830327617719459
"[['~written_by', 'written_by'], ['~written_by']]",[['written_by']],0.004157611263346877,0.20608523103089862,0.003401681942738354,0.8181818181818182,3.9701137926722523,0.0025448596649948465,4.366531229330059,0.7512414207546573
"[['~starred_actors'], ['~has_genre']]",[['has_genre']],0.008693187186998016,0.13767362751582726,0.0069923462156288385,0.8043478260869565,5.842424875414044,0.005795523600920711,4.407445903807995,0.8361066242107134
"[['release_year', '~release_year'], ['~release_year', 'written_by']]",[['~written_by']],0.001417367476140981,0.17405272607011243,0.0011338939809127846,0.7999999999999998,4.596308360477741,0.0008871973078473318,4.129736369649434,0.7835446631339893
"[['~release_year', 'written_by']]",[['release_year']],0.009260134177454409,0.03411131059245961,0.0073703108759331,0.7959183673469387,23.332975295381306,0.007054435562878102,4.732854578096945,0.966088306860839
[['~has_genre']],[['has_genre']],0.06982897099121232,0.13767362751582726,0.055466313899650385,0.7943166441136671,5.769562830923088,0.04585270615759271,4.192494666222392,0.8887361753058098
"[['~release_year', 'has_genre']]",[['release_year']],0.0032126996125862234,0.03411131059245961,0.0025512614570537655,0.7941176470588235,23.28018575851393,0.002441672062728562,4.691459348550909,0.960129624363201
"[['~starred_actors', 'starred_actors'], ['~written_by']]",[['written_by']],0.0017953321364452424,0.20608523103089862,0.001417367476140981,0.7894736842105263,3.8308115543328745,0.0010473760380244664,3.7710951526032317,0.7402877697841728
"[['Composer', 'Musical Genre']]",[['~Composer']],0.0017953321364452424,0.01313427194557309,0.001417367476140981,0.7894736842105263,60.10791366906474,0.0013937870956282823,4.687612208258528,0.9851318944844124
"[['written_by'], ['~release_year']]",[['release_year']],0.0017953321364452424,0.03411131059245961,0.001417367476140981,0.7894736842105263,23.144044321329638,0.0013561263440180732,4.587971274685817,0.9585131894484413
"[['written_by'], ['~release_year'], ['~written_by']]",[['release_year']],0.0013228763110649155,0.03411131059245961,0.0010394028158367192,0.7857142857142856,23.03383458646616,0.0009942777711145767,4.507480550568519,0.9578527253804007
"[['starred_actors', '~starred_actors'], ['~starred_actors'], ['~starred_actors', 'starred_actors']]",[['starred_actors']],0.002645752622129831,0.15411509023906264,0.0020788056316734384,0.7857142857142856,5.09823070859245,0.0016710552275636629,3.947462912217705,0.8059859609835924
"[['written_by'], ['written_by', '~written_by']]",[['~written_by']],0.011811395634508174,0.17405272607011243,0.009260134177454409,0.784,4.504382193268187,0.007204328568575636,3.823829971897628,0.7872930009640117
"[['starred_actors', '~starred_actors'], ['~starred_actors', 'starred_actors']]",[['starred_actors']],0.004346593593499008,0.15411509023906264,0.003401681942738354,0.782608695652174,5.078079599072322,0.002731806278843723,3.891070584900312,0.8065810424641212
"[['starred_actors', '~starred_actors'], ['starred_actors']]",[['~starred_actors']],0.010394028158367192,0.12227156760842861,0.008126240196541623,0.7818181818181819,6.394112687930308,0.0068553460798519185,4.022921981794703,0.8524666973102486
"[['has_genre'], ['~starred_actors', 'has_genre']]",[['starred_actors']],0.004724558253803269,0.15411509023906264,0.00368515543796655,0.78,5.061152667075414,0.002957029716341951,3.844931408004261,0.8062256108396809
"[['written_by', '~written_by'], ['release_year']]",[['~written_by']],0.0025512614570537655,0.17405272607011243,0.001984314466597373,0.7777777777777778,4.468633128242249,0.0015402604550795581,3.716762732684494,0.7782033237698263
"[['~has_genre', 'written_by']]",[['has_genre']],0.0122838514598885,0.13767362751582726,0.009543607672682605,0.7769230769230769,5.643223694630696,0.007852445282334164,3.8656009801014646,0.8330291270780191
"[['~starred_actors'], ['~written_by']]",[['written_by']],0.004630067088727204,0.20608523103089862,0.003590664272890485,0.7755102040816326,3.7630557037120207,0.0026364758272215787,3.536529425407815,0.7376739979814734
"[['~written_by'], ['~has_genre', 'written_by']]",[['has_genre']],0.002929226117358027,0.13767362751582726,0.002267787961825569,0.7741935483870968,5.623397613301747,0.0018645107764347871,3.8188739352870504,0.8245869661359616
"[['starred_actors'], ['~has_genre'], ['~starred_actors', 'starred_actors']]",[['has_genre']],0.0024567702919777,0.13767362751582726,0.0018898233015213078,0.7692307692307693,5.587350192703659,0.0015515908234516197,3.736747614098083,0.8230463199772662
"[['~starred_actors'], ['starred_actors'], ['~has_genre']]",[['has_genre']],0.005291505244259662,0.13767362751582726,0.0040631200982708116,0.7678571428571428,5.577372781645259,0.00333461937627456,3.7146366814702816,0.825069975102781
"[['~has_genre'], ['~starred_actors', 'has_genre']]",[['starred_actors']],0.002834734952281962,0.15411509023906264,0.002173296796749504,0.7666666666666666,4.974637236868996,0.0017364213637747444,3.6252210418325874,0.8012516531462308
"[['~starred_actors', 'written_by'], ['~written_by', 'starred_actors']]",[['starred_actors']],0.0016063498062931117,0.15411509023906264,0.00122838514598885,0.7647058823529411,4.9619143794857,0.0009808224006364863,3.595010866483983,0.7997495595451304
"[['has_genre'], ['written_by', '~written_by'], ['written_by']]",[['~written_by']],0.0016063498062931117,0.17405272607011243,0.00122838514598885,0.7647058823529411,4.393530050456665,0.0009487955831813369,3.5102759142020212,0.7736353179283333
"[['Position(s)'], ['~Team coached']]",[['~Position(s)']],0.001984314466597373,0.007842766701313427,0.0015118586412170463,0.761904761904762,97.14744693057948,0.001496296125793482,4.167060379854485,0.9916741620905133
"[['written_by'], ['~release_year', 'written_by']]",[['~written_by']],0.0023622791269016347,0.17405272607011243,0.0017953321364452424,0.76,4.3664929424538546,0.0013841710146694879,3.4414469747078646,0.77280884537542
"[['~written_by'], ['~has_genre', 'has_genre']]",[['has_genre']],0.0023622791269016347,0.13767362751582726,0.0017953321364452424,0.76,5.520301990391215,0.0014701085998397733,3.5930265520173865,0.820789423834259
"[['~starred_actors', 'Produced by']]",[['starred_actors']],0.0018898233015213078,0.15411509023906264,0.001417367476140981,0.75,4.866492949110975,0.0011261171874911414,3.3835396390437493,0.7960175455205277
"[['written_by'], ['in_language', '~in_language']]",[['~written_by']],0.0015118586412170463,0.17405272607011243,0.0011338939809127846,0.7499999999999999,4.309039087947882,0.0008707508629763015,3.303789095719549,0.7690924576511781
"[['~release_year', 'written_by'], ['~written_by', 'release_year']]",[['written_by']],0.0015118586412170463,0.20608523103089862,0.0011338939809127846,0.7499999999999999,3.6392709766162303,0.0008223222435515092,3.1756590758764043,0.7263177817734455
"[['starred_actors'], ['~has_genre']]",[['has_genre']],0.01370121893602948,0.13767362751582726,0.010205045828215062,0.7448275862068966,5.410096324521336,0.00831874931590334,3.3793871354109477,0.8264842491466365
"[['written_by'], ['~has_genre', 'written_by']]",[['has_genre']],0.002929226117358027,0.13767362751582726,0.002173296796749504,0.7419354838709677,5.389089379414174,0.001770019611358722,3.3415146933761695,0.816832580677061
"[['~starred_actors'], ['~directed_by', 'starred_actors']]",[['starred_actors']],0.002173296796749504,0.15411509023906264,0.0016063498062931117,0.7391304347826088,4.7959640657905265,0.0012714119743457962,3.2425588207502605,0.7932152406417113
"[['has_genre', '~has_genre'], ['~starred_actors']]",[['starred_actors']],0.002173296796749504,0.15411509023906264,0.0016063498062931117,0.7391304347826088,4.7959640657905265,0.0012714119743457962,3.2425588207502605,0.7932152406417113
"[['~written_by', 'release_year']]",[['written_by']],0.011527922139279978,0.20608523103089862,0.008504204856845885,0.7377049180327869,3.5796107966717026,0.00612847035946616,3.0268000566946998,0.7290443870885512
[['Coaching history']],[['~Team coached']],0.0017953321364452424,0.022772370783331757,0.0013228763110649155,0.736842105263158,32.35684647302905,0.0012819923419745533,3.7134649910233404,0.9708376156217884
"[['written_by'], ['~release_year']]",[['~written_by']],0.0017953321364452424,0.17405272607011243,0.0013228763110649155,0.736842105263158,4.2334419109663415,0.001010393858515342,3.1385996409335735,0.7651593011305242
"[['written_by'], ['~starred_actors'], ['~starred_actors', 'starred_actors']]",[['starred_actors']],0.0017953321364452424,0.15411509023906264,0.0013228763110649155,0.736842105263158,4.781115879828326,0.001046188536847568,3.214362657091563,0.7922661870503598
"[['~written_by', 'written_by'], ['~written_by', 'has_genre']]",[['written_by']],0.0017953321364452424,0.20608523103089862,0.0013228763110649155,0.736842105263158,3.57542411737735,0.0009528848729484009,3.016876122082586,0.7216084275436794
"[['written_by'], ['~has_genre']]",[['has_genre']],0.019370688840593404,0.13767362751582726,0.014268165926485873,0.7365853658536585,5.350228501598674,0.011601332926321026,3.2736464140602854,0.829153366967056
"[['written_by'], ['~release_year'], ['release_year']]",[['~written_by']],0.001417367476140981,0.17405272607011243,0.0010394028158367192,0.7333333333333332,4.213282663771262,0.0007927061427712664,3.0973022772370764,0.7637378707590669
"[['is-a', '~is-a'], ['~written_by']]",[['written_by']],0.001417367476140981,0.20608523103089862,0.0010394028158367192,0.7333333333333332,3.5583982882469805,0.0007473043120605234,2.9771803836341286,0.7199951827128208
"[['release_year'], ['~release_year', 'written_by']]",[['~written_by']],0.0073703108759331,0.17405272607011243,0.005385996409335727,0.7307692307692308,4.19855090620563,0.004103173709395373,3.0678041603110118,0.76747914526917
"[['Team'], ['~Team coached']]",[['~Team']],0.0020788056316734384,0.02229991495795143,0.0015118586412170463,0.7272727272727274,32.61325115562404,0.0014655014524166182,3.5849003118208462,0.9713568790834202
"[['~written_by', 'directed_by']]",[['written_by']],0.001700840971369177,0.20608523103089862,0.00122838514598885,0.7222222222222221,3.504483162667481,0.000877866941457415,2.8580931682887636,0.7158687975536057
"[['release_year', '~release_year']]",[['~written_by']],0.006803363885476708,0.17405272607011243,0.0049135405839554,0.7222222222222221,4.149445047653516,0.0037293965532412265,2.9734101861475937,0.7642030693120028
"[['~has_genre', 'has_genre']]",[['has_genre']],0.010488519323443258,0.13767362751582726,0.007559293206085231,0.7207207207207207,5.23499477514577,0.006115300703556948,3.087684753088489,0.8175527597402598
"[['has_genre', '~has_genre'], ['written_by'], ['~has_genre']]",[['has_genre']],0.0023622791269016347,0.13767362751582726,0.001700840971369177,0.72,5.229759780370625,0.0013756174347637077,3.079737044586331,0.8107017322304308
"[['~starred_actors'], ['starred_actors'], ['~written_by']]",[['written_by']],0.0030237172824340926,0.20608523103089862,0.002173296796749504,0.71875,3.487634685923888,0.0015501533220269531,2.8228080674456937,0.7154359982363099
"[['~starred_actors', 'starred_actors']]",[['starred_actors']],0.05045828215061892,0.15411509023906264,0.03581215156382878,0.7097378277153558,4.605245512392158,0.028035768856878064,2.9142099471763903,0.824456994500037
"[['written_by'], ['in_language']]",[['~written_by']],0.0016063498062931117,0.17405272607011243,0.0011338939809127846,0.7058823529411764,4.055566200421537,0.0008543044181052715,2.808220731361617,0.7546375165625593
"[['~Position(s)'], ['~Player statistics']]",[['Position(s)']],0.0016063498062931117,0.010677501653595389,0.0011338939809127846,0.7058823529411764,66.10931806350858,0.0011167421781998373,3.363696494377775,0.9864581361600102
[['Champion']],[['~Runner-up']],0.0016063498062931117,0.004819049418879335,0.0011338939809127846,0.7058823529411764,146.477508650519,0.0011261529018122508,3.3836152319758095,0.9947709634677268
"[['in_language', '~in_language'], ['~written_by']]",[['written_by']],0.0016063498062931117,0.20608523103089862,0.0011338939809127846,0.7058823529411764,3.425196213285864,0.0008028490099664294,2.699310214494944,0.7091851220897217
"[['~starred_actors', 'has_genre']]",[['starred_actors']],0.020221109326277992,0.15411509023906264,0.014268165926485873,0.705607476635514,4.578445079848955,0.01115178783793259,2.873323344267311,0.7977159375341296
"[['has_genre'], ['release_year']]",[['~has_genre']],0.004441084758575073,0.06982897099121232,0.0031182084475101578,0.7021276595744681,10.05496213975182,0.002808092068734104,3.122717025958073,0.9045638618531557
"[['~release_year', 'written_by']]",[['~written_by']],0.009260134177454409,0.17405272607011243,0.006425399225172447,0.6938775510204082,3.9865939861286535,0.0048136476278114885,2.698094428170966,0.7561614631546467
"[['~written_by', 'starred_actors'], ['~starred_actors', 'starred_actors']]",[['starred_actors']],0.003968628933194746,0.15411509023906264,0.0027402437872058962,0.6904761904761905,4.480263349975183,0.002128618181041233,2.7328589392276434,0.7798939444991477
[['~Instrument Played']],[['~Recording performance']],0.0015118586412170463,0.002267787961825569,0.0010394028158367192,0.6874999999999999,303.15885416666663,0.0010359742410101852,3.192743078522157,0.9982105525779227
"[['has_genre', '~has_genre'], ['~has_genre'], ['~written_by']]",[['written_by']],0.0015118586412170463,0.20608523103089862,0.0010394028158367192,0.6874999999999999,3.3359983952315444,0.0007278310784754438,2.540527260701124,0.7012999303147879
"[['written_by'], ['release_year', 'has_genre']]",[['~written_by']],0.0015118586412170463,0.17405272607011243,0.0010394028158367192,0.6874999999999999,3.9499524972855586,0.0007762596979002361,2.643031276575639,0.7479632130904961
"[['written_by'], ['~has_genre', 'has_genre']]",[['has_genre']],0.0030237172824340926,0.13767362751582726,0.0020788056316734384,0.6874999999999999,4.993694234728895,0.0016625195048184376,2.759444391949352,0.8021729952352642
"[['written_by'], ['starred_actors'], ['~has_genre']]",[['has_genre']],0.0015118586412170463,0.13767362751582726,0.0010394028158367192,0.6874999999999999,4.993694234728895,0.0008312597524092188,2.759444391949352,0.8009583867443241
"[['starred_actors', '~starred_actors'], ['has_genre'], ['starred_actors']]",[['~starred_actors']],0.0015118586412170463,0.12227156760842861,0.0010394028158367192,0.6874999999999999,5.622729907264296,0.0008545454897727621,2.8087309836530276,0.8233953044211396
"[['~starred_actors', 'directed_by']]",[['starred_actors']],0.0017953321364452424,0.15411509023906264,0.00122838514598885,0.6842105263157894,4.439607602697731,0.0009516973717715023,2.6786355475763006,0.7761483121195352
"[['~has_genre'], ['~starred_actors', 'starred_actors']]",[['starred_actors']],0.003590664272890485,0.15411509023906264,0.0024567702919777,0.6842105263157894,4.439607602697731,0.0019033947435430046,2.6786355475763006,0.7775467775467775
"[['written_by'], ['~release_year', 'written_by'], ['~written_by']]",[['release_year']],0.0017953321364452424,0.03411131059245961,0.00122838514598885,0.6842105263157894,20.05817174515235,0.0011671440138659422,3.0586475164572104,0.9518539014941894
"[['starred_actors', '~starred_actors'], ['~starred_actors']]",[['starred_actors']],0.011905886799584238,0.15411509023906264,0.008126240196541623,0.6825396825396826,4.428766070090411,0.0062913633780476335,2.6645374657469527,0.7835321171308415
"[['starred_actors'], ['~written_by']]",[['written_by']],0.00614192572994425,0.20608523103089862,0.004157611263346877,0.6769230769230768,3.2846753429972133,0.002891851080316695,2.4573552372853134,0.6998543622188801
"[['~starred_actors'], ['~written_by', 'starred_actors']]",[['starred_actors']],0.008693187186998016,0.15411509023906264,0.005858452234716054,0.6739130434782609,4.372790765867832,0.004518700906926792,2.594047056600208,0.7780770614443717
[['Position(s)']],[['~Position(s)']],0.010677501653595389,0.007842766701313427,0.00718132854578097,0.672566371681416,85.75626399402923,0.007097587391358933,3.030101820614908,0.999005931734781
"[['has_genre'], ['~starred_actors', 'starred_actors']]",[['starred_actors']],0.006330908060096381,0.15411509023906264,0.004252102428422943,0.6716417910447762,4.35805338726356,0.00327641396144598,2.576104043362855,0.7754490511812688
